Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Hangout Club,Anna Salai, ' Beverages'],Invalid,250,3.3,7,3.9,22,"['Home Delivery', 'Standing Tables', 'Indoor Seating']"
Chilling Point,Selaiyur,['Fast Food',Invalid,250,3.6,8,3.9,24,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chilling Point,Selaiyur, ' South Indian',Invalid,250,3.6,8,3.9,24,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chilling Point,Selaiyur, ' Desserts',Invalid,250,3.6,8,3.9,24,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Chilling Point,Selaiyur, ' Beverages'],Invalid,250,3.6,8,3.9,24,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Sri Selva Chettinad Hotel,Taramani,['Chettinad'],Invalid,200,3.4,7,4.1,116,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Friends Fast Food,Karapakkam,['Chinese'],Invalid,300,3.6,11,3.6,167,"['Home Delivery', 'Indoor Seating']"
Cococane,"OMR Food Street, Guduvancheri",['South Indian'],Invalid,600,3.8,11,4.6,319,"['Home Delivery', 'Indoor Seating']"
Juice Up,Ramapuram,['Juices'],Invalid,150,3.2,7,3.9,113,"['Home Delivery', 'Indoor Seating']"
RKS Cafe,Medavakkam,['Fast Food'],Invalid,250,3.3,8,3.5,77,"['Home Delivery', 'Indoor Seating']"
Time Pass Snack,Pallikaranai,['Fast Food',Invalid,450,3.0,6,3.7,158,"['Home Delivery', 'Indoor Seating', 'Rooftop']"
Time Pass Snack,Pallikaranai, ' Beverages'],Invalid,450,3.0,6,3.7,158,"['Home Delivery', 'Indoor Seating', 'Rooftop']"
Falooda Shop,Arumbakkam,['Desserts',Invalid,300,3.7,9,3.9,115,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']"
Falooda Shop,Arumbakkam, ' Beverages'],Invalid,300,3.7,9,3.9,115,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']"
Monster Shakes,Pallikaranai,['Beverages',Invalid,200,3.2,6,3.9,46,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Monster Shakes,Pallikaranai, ' Fast Food'],Invalid,200,3.2,6,3.9,46,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Steaming Mug Coffee House,Selaiyur,['Fast Food',Invalid,200,2.9,7,3.9,72,"['Home Delivery', 'Outdoor Seating']"
Steaming Mug Coffee House,Selaiyur, ' Beverages',Invalid,200,2.9,7,3.9,72,"['Home Delivery', 'Outdoor Seating']"
Steaming Mug Coffee House,Selaiyur, ' Juices'],Invalid,200,2.9,7,3.9,72,"['Home Delivery', 'Outdoor Seating']"
Falooda Shop,Poonamalle,['Desserts'],Invalid,200,3.2,8,3.3,27,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Tamilan Mess,K.K. Nagar,['South Indian'],Invalid,200,3.4,5,4.0,113,"['Home Delivery', 'Indoor Seating']"
Sri Krishna Bhavan,Porur,['Chinese',Invalid,300,3.2,10,4.2,307,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sri Krishna Bhavan,Porur, ' South Indian'],Invalid,300,3.2,10,4.2,307,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Arabian Nikka Briyani,Poonamalle,['Biryani',Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']"
Arabian Nikka Briyani,Poonamalle, ' Chinese',Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']"
Arabian Nikka Briyani,Poonamalle, ' North Indian',Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']"
Arabian Nikka Briyani,Poonamalle, ' Chettinad',Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']"
Arabian Nikka Briyani,Poonamalle, ' Seafood'],Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']"
Virgo Restaurant,Velachery,['North Indian',Invalid,400,3.4,7,3.5,19,"['Home Delivery', 'Indoor Seating']"
Virgo Restaurant,Velachery, ' Chinese',Invalid,400,3.4,7,3.5,19,"['Home Delivery', 'Indoor Seating']"
Virgo Restaurant,Velachery, ' South Indian'],Invalid,400,3.4,7,3.5,19,"['Home Delivery', 'Indoor Seating']"
Namma Bai Biryani,Pallikaranai,['Biryani'],Invalid,300,3.2,8,3.3,129,"['Home Delivery', 'Indoor Seating']"
Tamilnadu Special Sweets,Adambakkam,['Mithai'],Invalid,400,3.3,9,4.0,98,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Sugar Base Studio,Porur,['Desserts',Invalid,500,3.2,6,4.1,108,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Sugar Base Studio,Porur, ' Bakery'],Invalid,500,3.2,6,4.1,108,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Bismilla Biryani,Vandalur,['Biryani'],Invalid,300,3.0,10,3.6,261,"['Home Delivery', 'Indoor Seating']"
Lassi And Shakes,Washermenpet,['Beverages',Invalid,150,2.8,9,3.5,685,"['Home Delivery', 'Indoor Seating']"
Lassi And Shakes,Washermenpet, ' Ice Cream'],Invalid,150,2.8,9,3.5,685,"['Home Delivery', 'Indoor Seating']"
Kathiravan Atho Shop,Kotturpuram,['Burmese'],Invalid,150,3.5,6,4.2,93,"['Home Delivery', 'Indoor Seating']"
Dindigul Vellaisamy,Navallur,['South Indian',Invalid,200,3.2,8,3.5,21,"['Home Delivery', 'Indoor Seating']"
Dindigul Vellaisamy,Navallur, ' Tamil'],Invalid,200,3.2,8,3.5,21,"['Home Delivery', 'Indoor Seating']"
Sri Annapoorna Fine Dine,Mogappair,['South Indian',Invalid,400,3.0,12,3.6,385,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Annapoorna Fine Dine,Mogappair, ' Chinese',Invalid,400,3.0,12,3.6,385,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Annapoorna Fine Dine,Mogappair, ' North Indian'],Invalid,400,3.0,12,3.6,385,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Go Cane Fresh,Kotturpuram,['Juices',Invalid,350,3.3,10,4.5,86,"['Home Delivery', 'Indoor Seating']"
Go Cane Fresh,Kotturpuram, ' Sandwich',Invalid,350,3.3,10,4.5,86,"['Home Delivery', 'Indoor Seating']"
Go Cane Fresh,Kotturpuram, ' Fast Food'],Invalid,350,3.3,10,4.5,86,"['Home Delivery', 'Indoor Seating']"
Mudalkadai Suttakozhi,Navallur,['BBQ',Invalid,300,3.5,6,3.6,17,"['Home Delivery', 'Indoor Seating']"
Mudalkadai Suttakozhi,Navallur, ' Arabian',Invalid,300,3.5,6,3.6,17,"['Home Delivery', 'Indoor Seating']"
Mudalkadai Suttakozhi,Navallur, ' Biryani',Invalid,300,3.5,6,3.6,17,"['Home Delivery', 'Indoor Seating']"
Mudalkadai Suttakozhi,Navallur, ' North Indian'],Invalid,300,3.5,6,3.6,17,"['Home Delivery', 'Indoor Seating']"
Hungry Dine,Valasaravakkam,['Cafe'],Invalid,600,3.7,5,3.8,31,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel 99,Sholinganallur,['Chinese',Invalid,350,3.2,9,3.3,38,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel 99,Sholinganallur, ' Street Food',Invalid,350,3.2,9,3.3,38,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel 99,Sholinganallur, ' Beverages'],Invalid,350,3.2,9,3.3,38,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Cafe Lounge,Chengalpattu,['South Indian',Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Cafe Lounge,Chengalpattu, ' North Indian',Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Cafe Lounge,Chengalpattu, ' Chinese',Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Cafe Lounge,Chengalpattu, ' Fast Food',Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Cafe Lounge,Chengalpattu, ' Beverages'],Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Chinnah's Restaurant,Padur,['Chinese',Invalid,500,3.6,10,3.5,110,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Chinnah's Restaurant,Padur, ' Arabian',Invalid,500,3.6,10,3.5,110,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Chinnah's Restaurant,Padur, ' South Indian',Invalid,500,3.6,10,3.5,110,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Chinnah's Restaurant,Padur, ' North Indian'],Invalid,500,3.6,10,3.5,110,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Mitta Restaurant,Ambattur,['North Indian',Invalid,350,3.2,7,3.9,22,"['Home Delivery', 'Indoor Seating']"
Mitta Restaurant,Ambattur, ' Chinese',Invalid,350,3.2,7,3.9,22,"['Home Delivery', 'Indoor Seating']"
Mitta Restaurant,Ambattur, ' Mughlai'],Invalid,350,3.2,7,3.9,22,"['Home Delivery', 'Indoor Seating']"
Burger Hub,Kolathur,['Burger',Invalid,300,3.2,6,3.9,87,"['Home Delivery', 'Outdoor Seating']"
Burger Hub,Kolathur, ' Sandwich',Invalid,300,3.2,6,3.9,87,"['Home Delivery', 'Outdoor Seating']"
Burger Hub,Kolathur, ' Fast Food'],Invalid,300,3.2,6,3.9,87,"['Home Delivery', 'Outdoor Seating']"
Marina Beach Sundari Amma Kadai,Navallur,['North Indian',Invalid,400,2.9,9,3.8,101,"['Home Delivery', 'Indoor Seating']"
Marina Beach Sundari Amma Kadai,Navallur, ' South Indian'],Invalid,400,2.9,9,3.8,101,"['Home Delivery', 'Indoor Seating']"
Manna's Biryani,Ambattur,['Biryani',Invalid,300,3.2,10,4.1,107,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Manna's Biryani,Ambattur, ' South Indian'],Invalid,300,3.2,10,4.1,107,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
AI AFC,Arumbakkam,['Chinese',Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
AI AFC,Arumbakkam, ' North Indian',Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
AI AFC,Arumbakkam, ' Fast Food',Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
AI AFC,Arumbakkam, ' South Indian',Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
AI AFC,Arumbakkam, ' Seafood',Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
AI AFC,Arumbakkam, ' Beverages'],Invalid,600,3.0,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
Spice Kitch 'N',Perungudi,['Chinese',Invalid,300,3.9,6,2.9,38,"['Home Delivery', 'Indoor Seating']"
Spice Kitch 'N',Perungudi, ' Biryani'],Invalid,300,3.9,6,2.9,38,"['Home Delivery', 'Indoor Seating']"
The Thick Shake,Pallavaram,['Sandwich',Invalid,250,3.3,5,3.0,142,"['Home Delivery', 'Indoor Seating']"
The Thick Shake,Pallavaram, ' Fast Food',Invalid,250,3.3,5,3.0,142,"['Home Delivery', 'Indoor Seating']"
The Thick Shake,Pallavaram, ' Beverages'],Invalid,250,3.3,5,3.0,142,"['Home Delivery', 'Indoor Seating']"
Hotel Aachi,Navallur,['South Indian',Invalid,300,2.9,6,3.8,143,"['Home Delivery', 'Indoor Seating']"
Hotel Aachi,Navallur, ' Chinese'],Invalid,300,2.9,6,3.8,143,"['Home Delivery', 'Indoor Seating']"
Faizal Juice Park,Ramapuram,['Sandwich',Invalid,250,3.0,9,3.8,100,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Faizal Juice Park,Ramapuram, ' Juices',Invalid,250,3.0,9,3.8,100,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Faizal Juice Park,Ramapuram, ' Beverages'],Invalid,250,3.0,9,3.8,100,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Hot Spot,Porur,['Biryani'],Invalid,300,3.7,7,4.1,62,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Nellai Hotel,Pallavaram,['South Indian',Invalid,300,3.0,7,3.8,112,"['Home Delivery', 'Indoor Seating']"
Nellai Hotel,Pallavaram, ' Chinese'],Invalid,300,3.0,7,3.8,112,"['Home Delivery', 'Indoor Seating']"
Iyentharaipetty,Selaiyur,['Biryani',Invalid,200,3.2,8,3.7,353,"['Home Delivery', 'Indoor Seating']"
Iyentharaipetty,Selaiyur, ' South Indian',Invalid,200,3.2,8,3.7,353,"['Home Delivery', 'Indoor Seating']"
Iyentharaipetty,Selaiyur, ' Chinese',Invalid,200,3.2,8,3.7,353,"['Home Delivery', 'Indoor Seating']"
Iyentharaipetty,Selaiyur, ' Fast Food'],Invalid,200,3.2,8,3.7,353,"['Home Delivery', 'Indoor Seating']"
Barbeque House,Avadi,['BBQ'],Invalid,200,3.5,6,3.0,66,"['Home Delivery', 'Indoor Seating']"
Insta Cafe,Medavakkam,['Fast Food',Invalid,400,3.6,8,3.5,75,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']"
Insta Cafe,Medavakkam, ' Beverages'],Invalid,400,3.6,8,3.5,75,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']"
Banana Leaf,Karapakkam,['South Indian',Invalid,200,3.3,9,3.8,24,"['Home Delivery', 'Indoor Seating']"
Banana Leaf,Karapakkam, ' Biryani'],Invalid,200,3.3,9,3.8,24,"['Home Delivery', 'Indoor Seating']"
Mughal-E-Azam Biryani,Thiruvanmiyur,['Biryani'],Invalid,350,2.9,10,3.9,30,"['Home Delivery', 'Indoor Seating']"
Steamed & Fried,Medavakkam,['Fast Food',Invalid,400,3.1,10,3.9,48,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Steamed & Fried,Medavakkam, ' South Indian',Invalid,400,3.1,10,3.9,48,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Steamed & Fried,Medavakkam, ' Lebanese',Invalid,400,3.1,10,3.9,48,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Steamed & Fried,Medavakkam, ' BBQ'],Invalid,400,3.1,10,3.9,48,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Aqua Green Hotel - Silver Oak,Ambattur,['Chinese',Invalid,450,2.8,6,3.5,93,"['Home Delivery', 'Indoor Seating']"
Aqua Green Hotel - Silver Oak,Ambattur, ' South Indian',Invalid,450,2.8,6,3.5,93,"['Home Delivery', 'Indoor Seating']"
Aqua Green Hotel - Silver Oak,Ambattur, ' Tamil'],Invalid,450,2.8,6,3.5,93,"['Home Delivery', 'Indoor Seating']"
AL Naz Biriyani And Fast Food,Medavakkam,['South Indian',Invalid,250,3.4,8,3.8,54,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
AL Naz Biriyani And Fast Food,Medavakkam, ' Chinese',Invalid,250,3.4,8,3.8,54,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
AL Naz Biriyani And Fast Food,Medavakkam, ' Biryani'],Invalid,250,3.4,8,3.8,54,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Kandhan Vilas Chettinad Mess,Anna Nagar ,['Chinese',Invalid,350,2.6,8,3.5,134,"['Home Delivery', 'Indoor Seating']"
Kandhan Vilas Chettinad Mess,Anna Nagar , ' South Indian',Invalid,350,2.6,8,3.5,134,"['Home Delivery', 'Indoor Seating']"
Kandhan Vilas Chettinad Mess,Anna Nagar , ' Chettinad'],Invalid,350,2.6,8,3.5,134,"['Home Delivery', 'Indoor Seating']"
Avvai Nagar Fast food,Thiruvanmiyur,['Chinese',Invalid,250,3.3,8,3.9,69,"['Home Delivery', 'Indoor Seating']"
Avvai Nagar Fast food,Thiruvanmiyur, ' Fast Food'],Invalid,250,3.3,8,3.9,69,"['Home Delivery', 'Indoor Seating']"
Black And White Cafe,Avadi,['Fast Food',Invalid,200,3.8,6,3.8,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Black And White Cafe,Avadi, ' Street Food',Invalid,200,3.8,6,3.8,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Black And White Cafe,Avadi, ' Sandwich',Invalid,200,3.8,6,3.8,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Black And White Cafe,Avadi, ' Beverages'],Invalid,200,3.8,6,3.8,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Al Durbar Biriyani & Fast Food,Ekkaduthangal,['Biryani',Invalid,350,3.1,11,3.9,65,"['Home Delivery', 'Indoor Seating']"
Al Durbar Biriyani & Fast Food,Ekkaduthangal, ' Seafood',Invalid,350,3.1,11,3.9,65,"['Home Delivery', 'Indoor Seating']"
Al Durbar Biriyani & Fast Food,Ekkaduthangal, ' Chinese'],Invalid,350,3.1,11,3.9,65,"['Home Delivery', 'Indoor Seating']"
The 99 Degree Kitchen,Ambattur,['South Indian',Invalid,300,3.2,5,3.9,33,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The 99 Degree Kitchen,Ambattur, ' North Indian',Invalid,300,3.2,5,3.9,33,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The 99 Degree Kitchen,Ambattur, ' Chinese',Invalid,300,3.2,5,3.9,33,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The 99 Degree Kitchen,Ambattur, ' Fast Food'],Invalid,300,3.2,5,3.9,33,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Aksheyy Bhavan,Ambattur,['South Indian',Invalid,200,2.6,7,3.8,437,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Aksheyy Bhavan,Ambattur, ' North Indian',Invalid,200,2.6,7,3.8,437,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Aksheyy Bhavan,Ambattur, ' Chinese'],Invalid,200,2.6,7,3.8,437,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hi Five,Kilpauk,['Fast Food',Invalid,500,3.5,7,3.6,106,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hi Five,Kilpauk, ' Ice Cream',Invalid,500,3.5,7,3.6,106,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hi Five,Kilpauk, ' Beverages'],Invalid,500,3.5,7,3.6,106,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Atchayas Chettinadu Hotel,Vandalur,['Chettinad',Invalid,300,3.7,8,3.6,329,"['Home Delivery', 'Indoor Seating']"
Atchayas Chettinadu Hotel,Vandalur, ' Chinese',Invalid,300,3.7,8,3.6,329,"['Home Delivery', 'Indoor Seating']"
Atchayas Chettinadu Hotel,Vandalur, ' South Indian'],Invalid,300,3.7,8,3.6,329,"['Home Delivery', 'Indoor Seating']"
Bikerz Barbecue,Tambaram,['BBQ',Invalid,250,3.6,9,3.9,35,"['Home Delivery', 'Indoor Seating']"
Bikerz Barbecue,Tambaram, ' Lebanese'],Invalid,250,3.6,9,3.9,35,"['Home Delivery', 'Indoor Seating']"
Ameer Biryani,Perungudi,['Biryani',Invalid,250,3.1,8,3.6,251,"['Home Delivery', 'Indoor Seating']"
Ameer Biryani,Perungudi, ' Chinese'],Invalid,250,3.1,8,3.6,251,"['Home Delivery', 'Indoor Seating']"
Ammus Kitchen,Perungudi,['Mughlai',Invalid,450,3.3,6,3.7,153,"['Home Delivery', 'Indoor Seating']"
Ammus Kitchen,Perungudi, ' Chinese'],Invalid,450,3.3,6,3.7,153,"['Home Delivery', 'Indoor Seating']"
Cake Express,Taramani,['Bakery'],Invalid,400,3.6,6,3.5,76,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Saravana Chettinad,Vandalur,['Chettinad',Invalid,200,3.2,8,3.6,45,"['Home Delivery', 'Indoor Seating']"
Hotel Saravana Chettinad,Vandalur, ' South Indian'],Invalid,200,3.2,8,3.6,45,"['Home Delivery', 'Indoor Seating']"
First Moment Burger Shop,Medavakkam,['Sandwich',Invalid,300,3.4,8,3.5,35,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
First Moment Burger Shop,Medavakkam, ' Fast Food'],Invalid,300,3.4,8,3.5,35,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Momo Kings,Navallur,['Momos',Invalid,200,3.5,7,3.8,104,"['Home Delivery', 'Indoor Seating']"
Momo Kings,Navallur, ' Chinese',Invalid,200,3.5,7,3.8,104,"['Home Delivery', 'Indoor Seating']"
Momo Kings,Navallur, ' Beverages'],Invalid,200,3.5,7,3.8,104,"['Home Delivery', 'Indoor Seating']"
Cafe Jus Graveez,Ambattur,['South Indian',Invalid,350,3.0,10,3.6,102,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Cafe Jus Graveez,Ambattur, ' North Indian'],Invalid,350,3.0,10,3.6,102,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Lassi Cream,Royapettah,['Beverages',Invalid,150,3.2,7,3.9,146,"['Home Delivery', 'Indoor Seating']"
Lassi Cream,Royapettah, ' Ice Cream'],Invalid,150,3.2,7,3.9,146,"['Home Delivery', 'Indoor Seating']"
Sri Hari Bhavan Veg Restaurant, Mambalam,['North Indian',Invalid,300,2.1,7,3.4,194,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sri Hari Bhavan Veg Restaurant, Mambalam, ' Fast Food'],Invalid,300,2.1,7,3.4,194,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Fish Zone,Porur,['Seafood',Invalid,350,3.4,8,3.2,153,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Fish Zone,Porur, ' South Indian'],Invalid,350,3.4,8,3.2,153,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel Srivatsan,Chromepet,['South Indian',Invalid,150,3.2,7,4.0,291,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Hotel Srivatsan,Chromepet, ' North Indian'],Invalid,150,3.2,7,4.0,291,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Freaky Burgers & Shakes,Medavakkam,['Burger',Invalid,450,3.7,7,3.0,19,"['Home Delivery', 'Indoor Seating']"
Freaky Burgers & Shakes,Medavakkam, ' Sandwich',Invalid,450,3.7,7,3.0,19,"['Home Delivery', 'Indoor Seating']"
Freaky Burgers & Shakes,Medavakkam, ' Fast Food',Invalid,450,3.7,7,3.0,19,"['Home Delivery', 'Indoor Seating']"
Freaky Burgers & Shakes,Medavakkam, ' Beverages',Invalid,450,3.7,7,3.0,19,"['Home Delivery', 'Indoor Seating']"
Freaky Burgers & Shakes,Medavakkam, ' Juices'],Invalid,450,3.7,7,3.0,19,"['Home Delivery', 'Indoor Seating']"
Madras Kitchen,Valasaravakkam,['South Indian',Invalid,350,2.5,5,3.3,579,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Madras Kitchen,Valasaravakkam, ' Chinese'],Invalid,350,2.5,5,3.3,579,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Snacks & Chats,Sowcarpet,['Street Food'],Invalid,300,3.0,10,3.9,41,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur,['Chettinad',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' South Indian',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' Chinese',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' Biryani',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' Fast Food',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' North Indian',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' Desserts',Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant,Kolathur, ' Beverages'],Invalid,550,3.1,9,4.0,615,"['Home Delivery', 'Indoor Seating']"
Adyar Sri Venkateshwara Sweets & Boli,Adyar,['Mithai',Invalid,200,3.5,8,3.8,295,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Adyar Sri Venkateshwara Sweets & Boli,Adyar, ' South Indian'],Invalid,200,3.5,8,3.8,295,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Sans Kolkata Briyani,T.Nagar,['Biryani',Invalid,250,2.5,8,3.9,32,"['Home Delivery', 'Indoor Seating']"
Sans Kolkata Briyani,T.Nagar, ' Chinese'],Invalid,250,2.5,8,3.9,32,"['Home Delivery', 'Indoor Seating']"
Shawarma Delight,Perambur,['Arabian',Invalid,300,3.3,9,3.9,219,"['Home Delivery', 'Indoor Seating']"
Shawarma Delight,Perambur, ' Chinese'],Invalid,300,3.3,9,3.9,219,"['Home Delivery', 'Indoor Seating']"
New Indian Masala,K.K. Nagar,['South Indian',Invalid,300,3.5,9,3.7,133,"['Home Delivery', 'Indoor Seating']"
New Indian Masala,K.K. Nagar, ' Fast Food'],Invalid,300,3.5,9,3.7,133,"['Home Delivery', 'Indoor Seating']"
Shri Indian Dhaba,Park Town,['North Indian',Invalid,500,3.0,7,3.7,25,"['Home Delivery', 'Indoor Seating']"
Shri Indian Dhaba,Park Town, ' Chinese',Invalid,500,3.0,7,3.7,25,"['Home Delivery', 'Indoor Seating']"
Shri Indian Dhaba,Park Town, ' Chettinad',Invalid,500,3.0,7,3.7,25,"['Home Delivery', 'Indoor Seating']"
Shri Indian Dhaba,Park Town, ' Biryani'],Invalid,500,3.0,7,3.7,25,"['Home Delivery', 'Indoor Seating']"
Awesome Biryani,Perambur,['South Indian',Invalid,200,3.1,5,3.8,174,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Awesome Biryani,Perambur, ' North Indian',Invalid,200,3.1,5,3.8,174,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Awesome Biryani,Perambur, ' Chinese'],Invalid,200,3.1,5,3.8,174,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Mummys Biryani,Maduravoyal,['Chinese'],Invalid,300,3.5,9,3.8,64,"['Home Delivery', 'Indoor Seating']"
Al Pizza Paradise,Madipakkam,['Pizza',Invalid,200,2.0,4,3.4,51,"['Home Delivery', 'Indoor Seating']"
Al Pizza Paradise,Madipakkam, ' Fast Food'],Invalid,200,2.0,4,3.4,51,"['Home Delivery', 'Indoor Seating']"
Zum Zum Super Cooldrinks & Snacks,Red Hills,['Beverages'],Invalid,100,3.3,10,4.4,205,"['Home Delivery', 'Indoor Seating']"
Ya Rab Briyani,Porur,['Biryani'],Invalid,250,3.7,6,3.9,45,"['Home Delivery', 'Indoor Seating']"
Jivisha Foods,Choolaimedu,['Chinese',Invalid,450,3.2,5,3.9,184,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
